39024 ,Deijilla Public school ,Dejila ,2 ,641
39064 ,Harrison Grigsby Methodist High School ,Geeklor ,5 ,2476
39063 ,Seebeh Jr. High School ,Seebeh ,3 ,1355
39061 ,Lower Murrayville Elem. School ,Chea's Town ,1 ,384
39001 ,Richard Kantah Jr. High School ,Bannah ,1 ,472
39062 ,Greenville Administrative Building ,Down Town ,4 ,1918
39005 ,Butaw Compound Administrative Buliding ,Butaw Compound ,1 ,306
39040 ,Palotroken Palava Hut ,Palatroken ,2 ,774
39023 ,Tubmanville Clinic ,Tubmanville Mission ,3 ,1120
39025 ,Klaniadae Palava Hut ,Klaniadae ,1 ,306
39029 ,Grisby Farm Public School ,Grisby Farm ,2 ,508
39033 ,Menwah Palava Hut ,Memwah ,1 ,343
39060 ,Lexington Jr. High School ,Lexington ,1 ,424
39059 ,Sinoe Multilateral High School ,Farmersville ,2 ,826
39057 ,Wessay Town Palava Hut ,Wessay Town ,1 ,215
39051 ,Blaoh Palava Hut ,Blaoh ,1 ,332
39041 ,Wolee Jr. High School ,Panama ,2 ,599
39021 ,Kabada Adm. Building ,Kabada ,2 ,522
